序号,名称,成交日期,区县,区域,小区,建筑年代及风格,总价,单价,面积,户型,楼型,朝向,URL
2692,石油大院1室1厅43.5平米,2016.12.25链家成交,海淀,二里庄,石油大院,1989年建板楼,390,89655,43.5,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100852518.html
2693,农光东里1室1厅37.87平米,2016.12.25链家成交,朝阳,劲松,农光东里,1985年建板楼,227,59942,37.87,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100983839.html
2694,华润小区1室1厅55.87平米,2016.12.25链家成交,丰台,西罗园,华润小区,1998年建塔楼,326,58350,55.87,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100980105.html
2695,华芳园1室1厅64.93平米,2016.12.25链家成交,丰台,成寿寺,华芳园,1999年建塔楼,350,53904,64.93,1室1厅,平层,西,http://bj.lianjia.com/chengjiao/101100609329.html
2696,天洋城1室0厅40.95平米,2016.12.25链家成交,燕郊,燕郊城区,天洋城,2013年建塔楼,118.5,28938,40.95,1室0厅,平层,东,http://bj.lianjia.com/chengjiao/101100926319.html
2697,四方景园二区2室1厅84.72平米,2016.12.25链家成交,丰台,成寿寺,四方景园二区,2005年建塔楼,445,52526,84.72,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100886043.html
2698,六铺炕1室1厅43.21平米,2016.12.25链家成交,东城,六铺炕,六铺炕,1992年建塔楼,518,119880,43.21,1室1厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101100719227.html
2699,美景东方1室1厅55.41平米,2016.12.25链家成交,朝阳,华威桥,美景东方,2002年建塔楼,393,70926,55.41,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100952701.html
2700,天桥南里1室1厅55.71平米,2016.12.25链家成交,西城,陶然亭,天桥南里,2002年建板楼,480,86160,55.71,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100667403.html
2701,潮白星光公馆2室1厅86.08平米,2016.12.25链家成交,燕郊,燕郊城区,潮白星光公馆,2012年建板楼,264,30669,86.08,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100813833.html
2702,大方居2室1厅90.8平米,2016.12.25链家成交,通州,九棵树(家乐福),大方居,2008年建板塔结合,320,35242,90.8,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100987827.html
2703,首邑上城3室1厅120.67平米,2016.12.25链家成交,大兴,枣园,首邑上城,2007年建板楼,545,45164,120.67,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100860557.html
2704,顺鑫花语2室1厅92.23平米,2016.12.25链家成交,顺义,顺义其它,顺鑫花语,2009年建板楼,400,43370,92.23,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100963888.html
2705,龙华园1室1厅58.57平米,2016.12.25链家成交,昌平,龙泽,龙华园,1996年建板楼,340.5,58130,58.57,1室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100918860.html
2706,观音寺小区3室1厅83.12平米,2016.12.25链家成交,大兴,观音寺,观音寺小区,1995年建板楼,305,36694,83.12,3室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100710577.html
2707,柏林爱乐四期2室2厅102.3平米,2016.12.25链家成交,朝阳,管庄,柏林爱乐四期,2008年建板楼,636,62170,102.3,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100928430.html
2708,流星花园三区1室0厅47平米,2016.12.25链家成交,昌平,回龙观,流星花园三区,2006年建板楼,310,65957,47,1室0厅,跃层,北,http://bj.lianjia.com/chengjiao/101100915797.html
2709,新龙城2室1厅90.98平米,2016.12.25链家成交,昌平,龙泽,新龙城,2007年建板塔结合,455,50011,90.98,2室1厅,平层,东南西,http://bj.lianjia.com/chengjiao/101100853672.html
2710,朝阳门南大街1室1厅39平米,2016.12.25链家成交,朝阳,朝阳门外,朝阳门南大街,1982年建塔楼,300,76923,39,1室1厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100788562.html
2711,安慧里一区1室2厅48.28平米,2016.12.25链家成交,朝阳,亚运村,安慧里一区,1990年建塔楼,383,79329,48.28,1室2厅,平层,东,http://bj.lianjia.com/chengjiao/101100908269.html
2712,金惠园二里2室2厅88.54平米,2016.12.25链家成交,大兴,黄村北,金惠园二里,1998年建板楼,435,49130,88.54,2室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100639762.html
2713,铁东小区1室1厅41.1平米,2016.12.25链家成交,海淀,军博,铁东小区,1990年建板楼,362,88078,41.1,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100445750.html
2714,建西苑南里2室1厅66.83平米,2016.12.25链家成交,海淀,杨庄,建西苑南里,2000年建板楼,436,65240,66.83,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100992333.html
2715,鸭子桥43号院3室0厅56.66平米,2016.12.25链家成交,西城,菜户营,鸭子桥43号院,1982年建板楼,400,70597,56.66,3室0厅,平层,南北,http://bj.lianjia.com/chengjiao/101100729542.html
2716,富贵园一区1室0厅104.83平米,2016.12.25链家成交,东城,东花市,富贵园一区,2003年建板楼,680,64867,104.83,1室0厅,暂无数据,北,http://bj.lianjia.com/chengjiao/101091028309.html
2717,凯德华玺3室2厅252平米,2016.12.25链家成交,东城,金宝街,凯德华玺,2008年建塔楼,1420,56349,252,3室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101091274171.html
2718,旗胜家园3室1厅90.62平米,2016.12.25链家成交,昌平,西三旗,旗胜家园,2009年建板塔结合,380,41933,90.62,3室1厅,平层,西南北,http://bj.lianjia.com/chengjiao/101100271628.html
2719,八宝庄2室1厅67.3平米,2016.12.25链家成交,海淀,定慧寺,八宝庄,1990年建塔楼,443,65825,67.3,2室1厅,平层,北东北,http://bj.lianjia.com/chengjiao/101100821654.html
2720,西罗园四区2室1厅54.1平米,2016.12.25链家成交,丰台,西罗园,西罗园四区,1989年建板楼,325,60074,54.1,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100998677.html
2721,富丰园小区2室1厅61.86平米,2016.12.25链家成交,丰台,科技园区,富丰园小区,1995年建板楼,315,50921,61.86,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100964981.html
2722,下坡屯家园一区2室1厅78.34平米,2016.12.25链家成交,顺义,顺义其它,下坡屯家园一区,,235,29997,78.34,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100737335.html
2723,东木樨园2室1厅71.6平米,2016.12.25链家成交,丰台,木樨园,东木樨园,1996年建板塔结合,320,44693,71.6,2室1厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100499153.html
2724,融泽嘉园1室1厅63平米,2016.12.25链家成交,昌平,回龙观,融泽嘉园,2014年建板塔结合,356,56508,63,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100610228.html
2725,龙华园2室1厅77.47平米,2016.12.25链家成交,昌平,龙泽,龙华园,1996年建板楼,385,49697,77.47,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100999977.html
2726,磨房北里1室1厅45.4平米,2016.12.25链家成交,朝阳,北工大,磨房北里,1992年建板楼,292,64317,45.4,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100917902.html
2727,太平家园2室2厅86.78平米,2016.12.25链家成交,昌平,天通苑,太平家园,1998年建板楼,396,45633,86.78,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100889989.html
2728,融景城2室1厅98.39平米,2016.12.25链家成交,石景山,八角,融景城,2012年建板塔结合,620,63015,98.39,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100821176.html
2729,金隅嘉业2室1厅91.77平米,2016.12.25链家成交,海淀,杨庄,金隅嘉业,2007年建板塔结合,555,60477,91.77,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100791830.html
2730,燕京新城3室2厅122.07平米,2016.12.25链家成交,燕郊,燕郊城区,燕京新城,2003年建板楼,365.5,29942,122.07,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100953446.html
2731,顺鑫花语1室0厅48平米,2016.12.25链家成交,顺义,顺义其它,顺鑫花语,2009年建板塔结合,185,38542,48,1室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100663870.html
2732,上地东里3室2厅112平米,2016.12.25链家成交,海淀,上地,上地东里,1998年建板楼,978,87321,112,3室2厅,复式,南北,http://bj.lianjia.com/chengjiao/101100493046.html
2733,柳芳北里3室1厅68.58平米,2016.12.25链家成交,朝阳,国展,柳芳北里,1982年建板楼,480,69991,68.58,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101091666247.html
2734,农光里2室1厅66.43平米,2016.12.25链家成交,朝阳,劲松,农光里,1979年建板楼,378,56902,66.43,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100943774.html
2735,金贸中心1室0厅64.02平米,2016.12.25链家成交,西城,车公庄,金贸中心,2010年建塔楼,249.9,39035,64.02,1室0厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100963533.html
2736,馨港庄园三区2室2厅116.83平米,2016.12.25链家成交,顺义,顺义其它,馨港庄园三区,2004年建板楼,374,32012,116.83,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100911831.html
2737,农光里2室1厅54.46平米,2016.12.25链家成交,朝阳,劲松,农光里,1980年建,368,67573,54.46,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100996191.html
2738,新壁街2室1厅74.74平米,2016.12.25链家成交,西城,西单,新壁街,2004年建板楼,760,101686,74.74,2室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100957434.html
2739,周庄嘉园东里1室0厅48.07平米,2016.12.25链家成交,朝阳,十里河,周庄嘉园东里,2005年建板楼,280,58248,48.07,1室0厅,平层,南北,http://bj.lianjia.com/chengjiao/101100750588.html
2740,南平里2室1厅59.17平米,2016.12.25链家成交,朝阳,首都机场,南平里,1991年建板楼,188,31773,59.17,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100944591.html
2741,铁路巷2室1厅51.7平米,2016.12.25链家成交,西城,车公庄,铁路巷,1980年建板楼,508,98259,51.7,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100994781.html
2742,南横西街2室1厅68.78平米,2016.12.25链家成交,西城,牛街,南横西街,1985年建板楼,540,78511,68.78,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100702917.html
2743,龙城花园W区3室2厅191.51平米,2016.12.25链家成交,昌平,回龙观,龙城花园W区,1998年建板楼,720,37596,191.51,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100951077.html
2744,天通苑本四区2室1厅74.29平米,2016.12.25链家成交,昌平,天通苑,天通苑本四区,2000年建板楼,372,50074,74.29,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100938455.html
2745,锋创科技园1室0厅54.61平米,2016.12.25链家成交,亦庄开发区,亦庄,锋创科技园,2012年建塔楼,133.5,24446,54.61,1室0厅,平层,东,http://bj.lianjia.com/chengjiao/101100841779.html
2746,中建玲珑山1室0厅47.8平米,2016.12.25链家成交,朝阳,双桥,中建玲珑山,2013年建板塔结合,195,40795,47.8,1室0厅,平层,东,http://bj.lianjia.com/chengjiao/101100808152.html
2747,华鼎世家二期3室2厅214.03平米,2016.12.25链家成交,朝阳,望京,华鼎世家二期,2004年建板塔结合,1260,58870,214.03,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100662623.html
2748,康庄路52号院3室1厅106平米,2016.12.25链家成交,大兴,枣园,康庄路52号院,2010年建板塔结合,380,35849,106,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100761983.html
2749,福泽御园3室1厅126.08平米,2016.12.25链家成交,燕郊,燕郊城区,福泽御园,2007年建板塔结合,302.5,23993,126.08,3室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101092767201.html
2750,机场南路东里2室1厅55.68平米,2016.12.25链家成交,朝阳,首都机场,机场南路东里,1988年建板楼,210,37716,55.68,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100953119.html
2751,葵花社2室1厅90.19平米,2016.12.25链家成交,通州,果园,葵花社,2006年建板塔结合,442,49008,90.19,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100715742.html
2752,润枫锦尚1室0厅46.61平米,2016.12.25链家成交,丰台,旧宫,润枫锦尚,2010年建板塔结合,21,4505,46.61,1室0厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100985397.html
2753,茶贸国际中心1室0厅24.65平米,2016.12.25链家成交,西城,马连道,茶贸国际中心,2006年建板塔结合,106,43002,24.65,1室0厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100916348.html
2754,龙华园2室1厅70.48平米,2016.12.25链家成交,昌平,龙泽,龙华园,1996年建板楼,356,50511,70.48,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100947574.html
2755,天伦锦城1室0厅47.7平米,2016.12.25链家成交,丰台,花乡,天伦锦城,2007年建塔楼,240,50314,47.7,1室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100696287.html
2756,桃园公寓2室1厅130.26平米,2016.12.25链家成交,昌平,北七家,桃园公寓,1997年建板楼,450,34546,130.26,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100988557.html
2757,马坡花园二区3室2厅120平米,2016.12.25链家成交,顺义,马坡,马坡花园二区,2002年建板楼,364,30333,120,3室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100649887.html
2758,天洋城4代3室2厅122.24平米,2016.12.25链家成交,燕郊,燕郊城区,天洋城4代,2014年建板塔结合,359,29368,122.24,3室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101092546590.html
2759,西潞苑小区2室1厅77.55平米,2016.12.25链家成交,通州,北关,西潞苑小区,2004年建板楼,335,43198,77.55,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100745286.html
2760,芳源里2室2厅96.96平米,2016.12.25链家成交,大兴,旧宫,芳源里,2002年建板楼,418,43111,96.96,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100892988.html
2761,怡景园3室2厅133.83平米,2016.12.25链家成交,朝阳,朝阳门外,怡景园,1999年建塔楼,850,63513,133.83,3室2厅,平层,东北,http://bj.lianjia.com/chengjiao/101100991638.html
2762,东晶国际1室1厅58.25平米,2016.12.25链家成交,亦庄开发区,亦庄,东晶国际,2002年建板塔结合,310,53219,58.25,1室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100964393.html
2763,怡海花园恒丰园1室1厅69.11平米,2016.12.25链家成交,丰台,花乡,怡海花园恒丰园,2005年建塔楼,419,60628,69.11,1室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100940039.html
2764,名佳花园三区2室2厅109.43平米,2016.12.25链家成交,昌平,北七家,名佳花园三区,2004年建板楼,388,35456,109.43,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100781058.html
2765,东四块玉南街甲9号楼3室1厅88.14平米,2016.12.25链家成交,东城,左安门,东四块玉南街甲9号楼,1980年建板楼,726,82369,88.14,3室1厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100761792.html
2766,林肯公园1室0厅36平米,2016.12.25链家成交,亦庄开发区,亦庄,林肯公园,2009年建塔楼,147.5,40972,36,1室0厅,平层,西,http://bj.lianjia.com/chengjiao/101100571090.html
2767,中建玲珑山1室1厅53.8平米,2016.12.25链家成交,朝阳,双桥,中建玲珑山,2013年建板塔结合,260,48327,53.8,1室1厅,平层,西,http://bj.lianjia.com/chengjiao/101100909351.html
2768,金汉绿港五区2室1厅87.19平米,2016.12.25链家成交,顺义,顺义城,金汉绿港五区,2010年建塔楼,383,43927,87.19,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100899125.html
2769,育慧里二区2室1厅64.87平米,2016.12.25链家成交,朝阳,亚运村小营,育慧里二区,1997年建塔楼,438,67520,64.87,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100763224.html
2770,城市广场3室1厅165.21平米,2016.12.25链家成交,朝阳,十里堡,城市广场,1995年建塔楼,800,48423,165.21,3室1厅,平层,西南,http://bj.lianjia.com/chengjiao/101100720858.html
2771,一品亦庄2室1厅123平米,2016.12.25链家成交,亦庄开发区,亦庄,一品亦庄,2005年建板楼,583,47398,123,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100913047.html
2772,白菜湾四巷17号院3室1厅62.09平米,2016.12.25链家成交,西城,天宁寺,白菜湾四巷17号院,1988年建板楼,570,91802,62.09,3室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100921669.html
2773,陶然北岸2室1厅82.87平米,2016.12.25链家成交,西城,陶然亭,陶然北岸,2004年建板塔结合,930,112224,82.87,2室1厅,平层,西,http://bj.lianjia.com/chengjiao/101100913793.html
2774,东区国际3室2厅172.74平米,2016.12.25链家成交,朝阳,红庙,东区国际,2005年建塔楼,1040,60206,172.74,3室2厅,平层,西,http://bj.lianjia.com/chengjiao/101100745346.html
2775,石佛营西里小区2室1厅56.07平米,2016.12.25链家成交,朝阳,石佛营,石佛营西里小区,1993年建板楼,355,63314,56.07,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100992544.html
2776,肿瘤医院宿舍2室1厅61.55平米,2016.12.25链家成交,昌平,立水桥,肿瘤医院宿舍,1996年建板楼,310,50366,61.55,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100999218.html
2777,东兴二区2室1厅80.87平米,2016.12.25链家成交,顺义,顺义城,东兴二区,1999年建板楼,316.8,39174,80.87,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100924283.html
2778,马坡花园二区2室1厅81.97平米,2016.12.25链家成交,顺义,马坡,马坡花园二区,2002年建板楼,273,33305,81.97,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100736144.html
